,count,id,len,maior,menor,mean,median,predicted
4469,447,6344,10000,2147041282,-2147364700,-235033,12602682,1
4470,448,6349,10000,2146872529,-2147344975,-4566490,533303,2
4471,448,6350,10000,2146285802,-2147368082,-3297019,1297321,2
4472,448,6351,10000,2147426625,-2145779815,12993385,36047629,2
4473,448,6352,10000,2147076303,-2146588334,4963650,-18254447,1
4474,448,6353,10000,2147011719,-2146709267,-28701663,-58075422,2
4475,448,6355,10000,2147369532,-2147100038,-12632891,-21620475,2
4476,448,6357,10000,2147385015,-2147465304,-3861495,-5731910,2
4477,448,6358,10000,2146502181,-2146753391,16498432,22108059,2
4478,448,6359,10000,2147300611,-2146758783,9260055,20526326,1
4479,448,6360,10000,2146749557,-2147396741,12187484,22726941,2
4480,449,6364,10000,2147052730,-2147414357,-4267431,-12336692,2
4481,449,6367,10000,2147398548,-2147278593,9295360,-4373923,1
4482,449,6368,10000,2147348441,-2147140101,-3304580,3260285,2
4483,449,6369,10000,2147156789,-2147294683,-22396990,-39714148,2
4484,449,6371,10000,2145996659,-2147316143,-15835302,-14251649,2
4485,449,6373,10000,2147202996,-2147410032,-15798291,-23523145,2
4486,449,6374,10000,2147451164,-2147176648,-13408214,-13137909,2
4487,449,6378,10000,2147226168,-2147431177,1079163,16732711,2
4488,449,6379,10000,2147431909,-2146910036,-4672010,-1548237,1
4489,449,6382,10000,2147475888,-2147147044,-9056922,-8021948,1
4490,450,6383,10000,2146610659,-2146409860,7380376,24667911,1
4491,450,6385,10000,2146814575,-2146861287,9268569,-7824579,1
4492,450,6389,10000,2147028798,-2147042972,-9764619,-33642464,2
4493,450,6392,10000,2146987415,-2146846899,18467571,29086187,2
4494,450,6393,10000,2146595248,-2147207551,-18506848,-35440907,2
4495,450,6394,10000,2146063149,-2147445377,-7125020,-15156036,2
4496,450,6395,10000,2147162286,-2146392760,-14920617,-24097305,1
4497,450,6399,10000,2147392034,-2147383694,11540737,37801790,1
4498,450,6401,10000,2147111692,-2147279701,11564294,19488705,2
4499,450,6404,10000,2146697170,-2147313102,-10710582,-26963077,1
4500,451,6405,10000,2147172495,-2147006269,-1902913,-11087432,1
4501,451,6406,10000,2147414766,-2146534177,24432145,34982332,2
4502,451,6407,10000,2147200325,-2147393281,-7643351,7700621,1
4503,451,6408,10000,2147424006,-2147129579,-2608206,-806630,1
4504,451,6409,10000,2146297530,-2147376083,12898000,32663513,1
4505,451,6410,10000,2146471287,-2147100205,-20130840,-22557109,1
4506,451,6412,10000,2147384818,-2147449357,3133550,17919926,2
4507,451,6414,10000,2145686121,-2146705735,-13477558,-10806208,1
4508,451,6415,10000,2147427279,-2147380234,16307307,26945472,2
4509,451,6416,10000,2147061568,-2147370439,5590971,2184119,1
4510,452,6417,10000,2147376387,-2147126970,13832932,18908643,2
4511,452,6418,10000,2147224610,-2147442445,9850058,18439393,1
4512,452,6419,10000,2146926339,-2146943599,25169761,47619517,1
4513,452,6420,10000,2147203702,-2145586400,7574680,16795511,2
4514,452,6421,10000,2147277067,-2144692984,-13846786,-20664261,1
4515,452,6423,10000,2147112324,-2147392153,-3304876,-7540789,1
4516,452,6424,10000,2146832777,-2147007178,-6083015,-17454615,1
4517,452,6425,10000,2147298341,-2147059717,-5436155,-10436543,1
4518,452,6426,10000,2146873343,-2146899032,-929012,-2158989,1
4519,452,6427,10000,2147451596,-2147101895,-947611,-11017477,2
4520,453,6428,10000,2147316023,-2147361270,5524347,-614381,1
4521,453,6430,10000,2147315067,-2147388468,-3758999,-1149433,1
4522,453,6432,10000,2146874287,-2147067578,-19916571,-30264240,1
4523,453,6433,10000,2147355745,-2147030098,7473144,1179293,1
4524,453,6434,10000,2147441509,-2147030302,-22879574,-25479237,1
4525,453,6435,10000,2147420506,-2147472338,-13641596,-14133009,1
4526,453,6436,10000,2147283490,-2147232090,865613,-14341,2
4527,453,6437,10000,2147236801,-2147216759,-6253223,-8019595,2
4528,453,6438,10000,2146996200,-2147474263,-7739669,-24551719,1
4529,453,6439,10000,2147444811,-2145611502,-19661770,-38406784,2
4530,454,6440,10000,2146571003,-2146915985,12616595,17391197,2
4531,454,6441,10000,2147434235,-2146754688,-5856403,-15056462,1
4532,454,6445,10000,2147298662,-2146542385,-21034740,-25930470,2
4533,454,6446,10000,2147073670,-2146641016,6390604,13968989,2
4534,454,6449,10000,2147021476,-2147206435,10651584,1436728,1
4535,454,6450,10000,2147339322,-2146629053,-10421938,-5890865,2
4536,454,6453,10000,2146938746,-2147379304,10885011,11936918,2
4537,454,6454,10000,2147456265,-2146099183,-421411,1014238,1
4538,454,6455,10000,2147263239,-2146775922,-1481165,6111201,2
4539,454,6456,10000,2147253719,-2147105097,-33863993,-48760716,1
4540,455,6459,10000,2146820540,-2147461979,-8053889,-16776693,2
4541,455,6461,10000,2146144774,-2147390117,6806201,10598356,2
4542,455,6463,10000,2147401604,-2146688730,-12647211,-31973429,2
4543,455,6466,10000,2147250033,-2147385454,-19670727,-28813369,1
4544,455,6467,10000,2147309881,-2147381537,-19720629,-34995699,1
4545,455,6468,10000,2147391005,-2147461879,22214269,35358302,2
4546,455,6470,10000,2147072204,-2147230788,18661621,44673564,2
4547,455,6471,10000,2147430309,-2147057775,-2257308,-24261335,1
4548,455,6473,10000,2147310962,-2147129438,-11822870,-11459376,2
4549,455,6475,10000,2146157162,-2146289517,15525146,30184242,2
4550,456,6476,10000,2146366500,-2147404318,-9263187,-6401401,1
4551,456,6480,10000,2147471576,-2147356965,11282065,15063547,2
4552,456,6481,10000,2147072921,-2145836611,-10780678,-20443511,2
4553,456,6482,10000,2147364804,-2146676249,17467997,28774197,1
4554,456,6483,10000,2147447611,-2147020108,-18932171,-32575677,1
4555,456,6485,10000,2147227044,-2147294994,-3528535,-700506,1
4556,456,6486,10000,2147422527,-2146891245,-6805285,-5857802,2
4557,456,6487,10000,2147370401,-2147424467,-18010676,-30800283,2
4558,456,6488,10000,2146984752,-2146974263,-15614491,-34274438,2
4559,456,6489,10000,2147353883,-2147188728,15472624,15979714,1
4560,457,6490,10000,2147341827,-2147422492,-5498132,-11117426,1
4561,457,6491,10000,2147450628,-2145869266,-29721496,-46102898,1
4562,457,6492,10000,2146856726,-2146787085,-7697307,-17636633,2
4563,457,6493,10000,2147289222,-2147463675,11658533,23837380,1
4564,457,6494,10000,2147356675,-2147218312,-5261833,-24304434,2
4565,457,6496,10000,2147141698,-2146897277,-5286428,-10596307,1
4566,457,6497,10000,2146442887,-2146373042,8192275,13696800,2
4567,457,6500,10000,2147114152,-2146623333,-10443259,-14317056,2
4568,457,6501,10000,2147241813,-2146975546,36971390,56132018,1
4569,457,6502,10000,2146307999,-2146669148,19510689,23024082,2
4570,458,6503,10000,2146334677,-2147322235,7981663,-7598901,2
4571,458,6504,10000,2146709044,-2146908495,-4086009,-4969605,2
4572,458,6505,10000,2145601242,-2146818578,-18636436,-39219992,1
4573,458,6506,10000,2147109375,-2146506507,-12397922,-28586033,1
4574,458,6507,10000,2147119386,-2147155513,1757678,12261475,2
4575,458,6508,10000,2146979821,-2147345464,-6676139,-13663309,2
4576,458,6512,10000,2147288748,-2147388698,-7077732,-12432516,1
4577,458,6513,10000,2146341503,-2146340865,8908302,-1355472,1
4578,458,6514,10000,2146823119,-2146066292,1597508,18619842,1
4579,458,6515,10000,2147464186,-2146709566,-6969819,-12060384,2
4580,459,6516,10000,2147264765,-2147311876,5030364,12980295,1
4581,459,6517,10000,2145655348,-2147393134,-4664377,-27991684,2
4582,459,6518,10000,2147260344,-2147044749,-7514348,-17336767,2
4583,459,6521,10000,2146907716,-2147289469,8052747,16647145,1
4584,459,6522,10000,2147038721,-2147136899,24091659,42926901,1
4585,459,6523,10000,2147401027,-2147402980,2213388,-14914227,2
4586,459,6525,10000,2147280142,-2147455715,5051510,-4246207,1
4587,459,6526,10000,2147219953,-2146903810,-11309433,-24192445,1
4588,459,6527,10000,2147334834,-2146704630,-8473648,-8565863,1
4589,459,6531,10000,2147450981,-2147396609,-11403212,-6280943,1
4590,460,6536,10000,2147299636,-2146217451,-10180403,979801,1
4591,460,6537,10000,2145983927,-2147012694,10062833,7452671,2
4592,460,6538,10000,2147413838,-2147377131,16049001,6922919,1
4593,460,6542,10000,2146577212,-2147038323,-15567327,-11389337,2
4594,460,6543,10000,2147450436,-2147270246,-17599,-5334494,2
4595,460,6544,10000,2147473447,-2147420978,12949748,1025918,1
4596,460,6546,10000,2147247710,-2147156743,7503142,1199781,2
4597,460,6547,10000,2147328135,-2147042932,2367565,-3412913,2
4598,460,6549,10000,2146835932,-2146991473,9590894,4739979,1
4599,460,6550,10000,2147260496,-2147312003,-3822586,2486401,1
4600,461,6551,10000,2147449691,-2147217893,-13358793,-16325947,2
4601,461,6552,10000,2146221717,-2147255751,16153621,5632006,2
4602,461,6556,10000,2147115618,-2146730619,-2108244,7212285,1
4603,461,6559,10000,2146122109,-2147414869,-5948230,-13329659,2
4604,461,6560,10000,2146985345,-2147331287,-9661527,671062,1
4605,461,6563,10000,2147042957,-2146623882,11835606,29040997,1
4606,461,6565,10000,2147418854,-2147158838,24752010,41874282,1
4607,461,6567,10000,2146963340,-2147426830,-11330482,-21591762,2
4608,461,6569,10000,2147338008,-2147108512,-3668796,-8965179,1
4609,461,6570,10000,2147080361,-2146062702,12200432,27158933,2
4610,462,6571,10000,2146229160,-2147297767,-1943357,-16720905,1
4611,462,6572,10000,2147125637,-2147106927,-5698065,-17752213,2
4612,462,6573,10000,2147255971,-2147340866,-4621589,-24647793,1
4613,462,6574,10000,2146952746,-2147026316,3591098,-11660207,2
4614,462,6575,10000,2147405850,-2147225534,11899953,30432782,1
4615,462,6576,10000,2146071145,-2146529843,-9167552,-366167,2
4616,462,6577,10000,2146089296,-2146827658,3690620,-18400809,1
4617,462,6578,10000,2146573564,-2143722040,10216625,10636928,1
4618,462,6580,10000,2147111587,-2146987456,17423375,17120619,1
4619,462,6581,10000,2147335738,-2147405559,8851633,16115427,1
4620,463,6582,10000,2147413784,-2146876179,2254414,15821558,1
4621,463,6584,10000,2147479373,-2147266218,4411126,-12118708,1
4622,463,6585,10000,2146961710,-2146329548,8453368,12357676,2
4623,463,6586,10000,2147446119,-2147220610,16562467,36210259,1
4624,463,6589,10000,2146506752,-2146161383,3967552,-3144692,1
4625,463,6590,10000,2147251469,-2146960463,-11894196,-19452231,2
4626,463,6591,10000,2147469550,-2146190001,-5725434,-2998307,2
4627,463,6592,10000,2147290059,-2147048847,10799407,31524872,2
4628,463,6593,10000,2147363608,-2147436181,7759700,5996149,2
4629,463,6595,10000,2147363766,-2146146566,-13634644,-19090149,1
4630,464,6597,10000,2146942568,-2146642447,-15906078,-29520626,2
4631,464,6599,10000,2146843954,-2146639043,2701456,14252376,1
4632,464,6600,10000,2147421305,-2147319315,13633637,7489331,2
4633,464,6601,10000,2146709031,-2147399537,12418126,17205826,2
4634,464,6602,10000,2146504277,-2146783541,13021510,34289114,2
4635,464,6604,10000,2147070103,-2146977342,-2396007,8292028,1
4636,464,6605,10000,2147309770,-2146876607,-30591313,-59542231,1
4637,464,6606,10000,2147403929,-2147410616,7027594,10175422,1
4638,464,6607,10000,2147404094,-2147360773,-4866112,2217228,1
4639,464,6608,10000,2147140223,-2147176320,16136709,36395222,1
4640,465,6610,10000,2147310150,-2146847636,-16707010,-7942859,1
4641,465,6612,10000,2145989593,-2147244227,-16203829,-21047664,1
4642,465,6617,10000,2145973716,-2147206141,-20577333,-22292379,2
4643,465,6619,10000,2147191033,-2147360651,-3870707,-3714442,1
4644,465,6621,10000,2146794343,-2147312851,-4588072,-11270120,1
4645,465,6623,10000,2147107954,-2147203915,-8051097,-6990230,1
4646,465,6624,10000,2147282415,-2147183082,10153224,28966498,1
4647,465,6625,10000,2147469319,-2146849309,-19902565,-16307600,2
4648,465,6626,10000,2146377335,-2147384843,7883408,10173253,1
4649,465,6627,10000,2147299376,-2147341773,-5824687,-2621122,1
4650,466,6628,10000,2147222119,-2147148929,-581714,-34040357,1
4651,466,6629,10000,2147463958,-2147235413,-14532,-4836711,1
4652,466,6630,10000,2146901301,-2146779953,28931885,57436786,2
4653,466,6631,10000,2147053946,-2147156402,16124601,28999550,1
4654,466,6632,10000,2147210175,-2147329701,-8573109,-10403799,1
4655,466,6634,10000,2147349997,-2146070547,6502070,6500453,2
4656,466,6635,10000,2146724393,-2147427646,-4583415,-12820909,1
4657,466,6637,10000,2147369088,-2147076269,6726455,-5717946,1
4658,466,6639,10000,2145329900,-2146447785,-14233755,-35095628,1
4659,466,6640,10000,2147408328,-2147406599,-2115740,3799067,2
4660,467,6641,10000,2147164021,-2147284800,-13586274,-13113840,1
4661,467,6642,10000,2146927232,-2147141612,793339,-1150126,1
4662,467,6643,10000,2147403332,-2147421371,-2213042,5876241,1
4663,467,6645,10000,2147029496,-2146895605,-16787605,-38049767,1
4664,467,6646,10000,2146996595,-2147404495,11378916,18284849,2
4665,467,6649,10000,2147156698,-2147335662,-12161812,-11241007,1
4666,467,6650,10000,2147183414,-2146955944,-17523105,-37706647,1
4667,467,6651,10000,2146975318,-2146903997,31296619,57339216,2
4668,467,6652,10000,2147173429,-2147225782,-13159221,-11049986,2
4669,467,6653,10000,2147423439,-2147086657,16935386,8342149,1
4670,468,6654,10000,2146575722,-2147156628,-1534105,-15414181,1
4671,468,6655,10000,2147168457,-2147164227,10493328,11385027,2
4672,468,6658,10000,2146711433,-2146006448,-5583179,-17378538,1
4673,468,6659,10000,2147251499,-2147382219,-14784697,-27712780,2
4674,468,6661,10000,2147348093,-2146241376,3801191,10452686,2
4675,468,6664,10000,2147468253,-2147474180,-3985405,-17960329,1
4676,468,6665,10000,2147328995,-2147407262,23898383,14830487,1
4677,468,6666,10000,2147100081,-2147479074,-10955961,-18047584,2
4678,468,6667,10000,2147325286,-2147326000,4402186,-12737951,1
4679,468,6668,10000,2147285898,-2147469481,-17543387,-6427373,1
4680,469,6669,10000,2147436495,-2147238459,-15143600,-13492653,2
4681,469,6670,10000,2147146841,-2147320336,-22991149,-39574653,2
4682,469,6674,10000,2147028452,-2147390820,3553966,18375464,1
4683,469,6676,10000,2147353176,-2147100357,-12660447,-19806121,1
4684,469,6678,10000,2146831531,-2147405145,-3073685,-2665656,1
4685,469,6679,10000,2147446676,-2147436101,-30189158,-66987013,1
4686,469,6680,10000,2147388811,-2147460422,14516200,20235923,1
4687,469,6681,10000,2147452023,-2146966982,1684959,4013509,2
4688,469,6682,10000,2147404390,-2147373384,185270,22694190,2
4689,469,6684,10000,2147318894,-2147369112,11266882,20957816,1
4690,470,6685,10000,2147432691,-2147329078,18773759,30379808,2
4691,470,6686,10000,2146549121,-2147037402,-12793398,-24237948,1
4692,470,6687,10000,2147228090,-2147311719,12509014,15099302,1
4693,470,6690,10000,2144782054,-2146678015,-2772215,11009676,2
4694,470,6693,10000,2147455778,-2147435603,-13357162,-16305374,1
4695,470,6694,10000,2147297161,-2147386568,-7995278,-22832403,1
4696,470,6696,10000,2147332343,-2147125094,-20223889,-45468671,1
4697,470,6697,10000,2147449601,-2146924230,-1461750,-7439156,1
4698,470,6700,10000,2147001547,-2147414661,8784800,17379076,1
4699,470,6701,10000,2147201041,-2147210641,-8949362,-16847594,2
4700,471,6702,10000,2147108459,-2147133499,-11145872,-21671771,1
4701,471,6703,10000,2147020762,-2146872877,-4490967,-20862140,2
4702,471,6704,10000,2147417140,-2147173124,4082005,18094835,1
4703,471,6705,10000,2147459843,-2147219521,25953970,37630867,2
4704,471,6706,10000,2145901012,-2146310067,-1015408,-16081333,1
4705,471,6707,10000,2145254510,-2147317107,2562026,-3169199,2
4706,471,6709,10000,2147185875,-2146858754,-36937078,-88809249,1
4707,471,6712,10000,2147222278,-2147230213,-23458505,-33303154,2
4708,471,6713,10000,2146610361,-2146891203,9025447,11279940,2
4709,471,6714,10000,2147373124,-2147309648,7669948,497971,2
4710,472,6715,10000,2146478339,-2147296613,-10326144,-2072156,1
4711,472,6716,10000,2147370579,-2146299203,1831716,-6254651,2
4712,472,6718,10000,2147366798,-2147406886,-16749724,-54614973,2
4713,472,6719,10000,2147466390,-2147397615,-9177718,-28438799,1
4714,472,6720,10000,2147429638,-2147351549,13972085,25686216,1
4715,472,6721,10000,2147391969,-2147044524,18517025,31838636,1
4716,472,6722,10000,2147147433,-2147368808,-8480122,-3697620,1
4717,472,6723,10000,2147482181,-2146827836,9960573,-1596496,2
4718,472,6724,10000,2147452328,-2147278587,-9499564,-23875185,2
4719,472,6725,10000,2147352644,-2147138290,-10959986,-19426742,1
4720,473,6729,10000,2147426625,-2147452834,7560529,19495907,2
4721,473,6730,10000,2147081444,-2145958002,-8931047,-20930884,1
4722,473,6731,10000,2146238478,-2147473843,-2476007,-4308220,2
4723,473,6732,10000,2146451567,-2147263313,-1763223,-711725,2
4724,473,6733,10000,2147218624,-2146906470,-5764597,-3016283,2
4725,473,6734,10000,2145896687,-2147436987,13775607,26099776,2
4726,473,6736,10000,2147380954,-2146804445,10283336,25114199,2
4727,473,6737,10000,2145507000,-2146968356,7356691,21394336,1
4728,473,6739,10000,2145377565,-2147213349,-14341327,-6516937,1
4729,473,6740,10000,2147422118,-2147020096,17819282,20644199,1
4730,474,6741,10000,2146823873,-2147380799,9416554,8373508,1
4731,474,6742,10000,2147446032,-2147430623,-8364394,4432422,1
4732,474,6743,10000,2147264716,-2147461225,5107989,37209049,1
4733,474,6745,10000,2147265548,-2147208898,5323453,25741956,1
4734,474,6747,10000,2145579985,-2147383781,-626055,-13898627,2
4735,474,6749,10000,2147287410,-2147162809,6264073,5334541,2
4736,474,6750,10000,2147368514,-2147154865,16697769,25723717,2
4737,474,6752,10000,2147342718,-2147388603,17707168,26266083,1
4738,474,6755,10000,2146492922,-2147423533,-14306962,-29126458,1
4739,474,6756,10000,2147062768,-2147291130,-6744767,-18707897,1
4740,475,6758,10000,2146379072,-2147264350,15110213,14388946,1
4741,475,6759,10000,2146141845,-2146930779,-14598626,-16166218,1
4742,475,6760,10000,2146983768,-2146865319,-4658147,-36304383,2
4743,475,6761,10000,2146607604,-2147386412,-6467589,-5990268,1
4744,475,6763,10000,2146789444,-2147109005,1632303,-9764620,2
4745,475,6764,10000,2146648647,-2147414264,6140717,12048106,2
4746,475,6765,10000,2147303378,-2147447155,7073885,8559748,1
4747,475,6766,10000,2146969077,-2147468534,2451422,9561156,1
4748,475,6768,10000,2147129840,-2147061932,21476214,48432092,1
4749,475,6769,10000,2147480470,-2147117243,9453480,15228935,2
4750,476,6770,10000,2147178649,-2146793192,-4541460,-1562108,1
4751,476,6771,10000,2147392786,-2147372831,-16406626,-23774119,1
4752,476,6772,10000,2146958257,-2147143850,2784649,-8455817,1
4753,476,6773,10000,2147346550,-2146618913,8747232,11136281,1
4754,476,6774,10000,2146293121,-2147457006,-18341559,-21984961,1
4755,476,6775,10000,2147282028,-2146994717,6614792,15427545,1
4756,476,6776,10000,2147311014,-2147045823,-1792236,-6759182,1
4757,476,6778,10000,2146824754,-2146958200,-2024860,1754965,1
4758,476,6779,10000,2147405318,-2147256815,-7271129,-17887122,2
4759,476,6782,10000,2147471774,-2146915004,16889536,13181351,2
4760,477,6785,10000,2147432570,-2147455826,9817161,26523393,1
4761,477,6786,10000,2147356374,-2147369171,-4864164,-7829015,1
4762,477,6787,10000,2147302079,-2146932713,-13553417,-12790165,2
4763,477,6789,10000,2147442622,-2147375727,-609971,7169500,2
4764,477,6791,10000,2147148279,-2146956818,-3167681,-5134372,1
4765,477,6792,10000,2146843020,-2146917798,9423481,11060536,1
4766,477,6793,10000,2147226070,-2146703966,1310114,16466535,1
4767,477,6795,10000,2147318394,-2145507358,-7778499,-17323758,2
4768,477,6796,10000,2147479386,-2146989037,-7944319,9612457,1
4769,477,6797,10000,2146761868,-2147391895,-10777927,-1380610,2
4770,478,6798,10000,2146724490,-2147142171,11257376,4568932,1
4771,478,6799,10000,2147110120,-2147183903,-11792853,-33300451,1
4772,478,6800,10000,2147300181,-2147027391,-21619243,-28445117,1
4773,478,6801,10000,2147259681,-2146918207,9849031,8555135,1
4774,478,6802,10000,2147481490,-2147434348,-16920251,-3764698,1
4775,478,6803,10000,2146309757,-2145542926,-6245011,-13857776,1
4776,478,6804,10000,2146770432,-2147226838,10916383,8035667,2
4777,478,6805,10000,2146268725,-2146662727,11322450,24241536,1
4778,478,6806,10000,2147272497,-2146707361,-2554055,-5757666,1
4779,478,6807,10000,2147371195,-2147200808,-1235934,14645811,1
4780,479,6808,10000,2147049615,-2147481833,-8617551,-17074250,1
4781,479,6809,10000,2147288252,-2147327552,3265573,16657518,1
4782,479,6810,10000,2146923924,-2147254236,-5342879,7920879,2
4783,479,6811,10000,2147336823,-2146855471,-2747244,8629330,2
4784,479,6812,10000,2147438937,-2147377848,7875238,7027696,1
4785,479,6814,10000,2147149234,-2147339979,-15690369,-38833227,1
4786,479,6815,10000,2147188000,-2145810498,-6189546,7083632,1
4787,479,6816,10000,2147223172,-2146129099,14694511,17410368,2
4788,479,6817,10000,2147335904,-2147346462,410134,20414949,2
4789,479,6820,10000,2147156649,-2146592680,-12999883,-11712492,2
4790,480,6822,10000,2146947269,-2147274311,11665352,4641869,2
4791,480,6823,10000,2146798497,-2147420490,24666170,23648539,1
4792,480,6824,10000,2147117939,-2147108278,-6634084,-11092623,1
4793,480,6825,10000,2147117564,-2147323007,-20606086,-32319055,1
4794,480,6826,10000,2147383567,-2146942935,18961687,33077619,2
4795,480,6827,10000,2147077557,-2147122927,-8636960,4479253,1
4796,480,6829,10000,2146849798,-2147172647,-4684685,-988001,2
4797,480,6830,10000,2146608143,-2147155583,-14498871,-26120247,1
4798,480,6833,10000,2146399143,-2146318556,-19684186,-32155866,2
4799,480,6836,10000,2146833919,-2147401098,266934,-12045947,1
4800,481,6839,10000,2146598470,-2146558190,25910490,29036051,1
4801,481,6843,10000,2147410428,-2147391395,6657967,2730085,1
4802,481,6845,10000,2146948311,-2147330108,-53418,12514334,1
4803,481,6848,10000,2147214970,-2147321706,5739635,-6340180,1
4804,481,6850,10000,2146417465,-2147329725,-2114094,-1249135,1
4805,481,6853,10000,2147474206,-2147235236,-12359099,-19381647,1
4806,481,6854,10000,2146760118,-2147363043,-8364348,-15618893,2
4807,481,6855,10000,2147174352,-2146814902,-14703820,-27732058,1
4808,481,6857,10000,2147281168,-2146488210,2880676,13959052,2
4809,481,6859,10000,2147066209,-2147026144,-16159234,-31577092,1
4810,482,6860,10000,2147224951,-2147225526,-14862878,-52043748,1
4811,482,6861,10000,2146016922,-2146721203,-10977856,-21274487,2
4812,482,6862,10000,2147107596,-2147409689,15285785,30167408,1
4813,482,6863,10000,2147460313,-2146703773,-4981777,-10068450,2
4814,482,6865,10000,2147441529,-2147235069,5273794,3833386,1
4815,482,6866,10000,2147219152,-2147352370,3766623,12843611,1
4816,482,6867,10000,2147069381,-2147445766,236215,-777989,2
4817,482,6869,10000,2147451806,-2147439883,-18980964,-31006464,1
4818,482,6870,10000,2146687633,-2146786633,13120042,17666232,1
4819,482,6871,10000,2146883079,-2147164057,-28486885,-59201381,2
4820,483,6872,10000,2147136548,-2147348710,-16089932,-27695622,1
4821,483,6873,10000,2146900592,-2146055655,20887267,45903275,2
4822,483,6875,10000,2147212850,-2146919793,6693917,20049455,2
4823,483,6876,10000,2147179341,-2146972928,-8920905,-18131948,1
4824,483,6877,10000,2147236339,-2147429641,-16431242,-19870891,1
4825,483,6880,10000,2147319591,-2147351025,2800077,17148460,2
4826,483,6881,10000,2147271928,-2147370028,-8809819,-8602251,1
4827,483,6882,10000,2147373267,-2147138618,22330411,33851687,1
4828,483,6883,10000,2147168496,-2146838782,476310,-5632291,1
4829,483,6885,10000,2147468718,-2147068365,-9208283,-26354340,2
4830,484,6886,10000,2146718467,-2144860239,-9125051,-635033,2
4831,484,6887,10000,2147310192,-2147454244,14298661,16650352,2
4832,484,6888,10000,2146871633,-2147081740,-30778789,-41330444,1
4833,484,6889,10000,2147248049,-2145955151,20740897,30113529,2
4834,484,6891,10000,2147118964,-2147312693,-15753885,-31855677,2
4835,484,6892,10000,2146842701,-2147459015,9423068,15474573,1
4836,484,6893,10000,2147085197,-2146788512,-11201701,-19814228,1
4837,484,6896,10000,2147208843,-2147390034,1444695,10887365,2
4838,484,6898,10000,2147362725,-2143746245,-1266182,-11683872,2
4839,484,6899,10000,2147168618,-2147401038,-10556181,-29220891,2
4840,485,6901,10000,2147467615,-2147423431,-5875056,-11508004,1
4841,485,6902,10000,2147457642,-2147441589,-13446542,-12000818,1
4842,485,6903,10000,2146881212,-2147050397,-24327324,-31908179,2
4843,485,6905,10000,2146938599,-2147475696,496154,-1343990,1
4844,485,6907,10000,2147218639,-2146707583,26647966,29286850,1
4845,485,6909,10000,2147336250,-2145285729,8527824,13104451,2
4846,485,6910,10000,2147362921,-2147143561,-13868259,-25980237,1
4847,485,6911,10000,2147361868,-2147314599,-8185720,-8334073,1
4848,485,6912,10000,2147295758,-2146712568,2381618,-3988818,1
4849,485,6914,10000,2146611896,-2146650314,-1191730,-8821073,1
4850,486,6917,10000,2147396757,-2145208969,-729686,16900260,2
4851,486,6919,10000,2147342143,-2147393648,-3675994,4418755,2
4852,486,6920,10000,2146698719,-2146542642,-12681195,-10981370,2
4853,486,6922,10000,2146980738,-2147387394,-8504507,3937322,1
4854,486,6926,10000,2147422922,-2147232248,-12409032,-6973351,2
4855,486,6927,10000,2146724719,-2146916268,823855,1216134,2
4856,486,6928,10000,2147438019,-2147334696,4275033,1142456,1
4857,486,6931,10000,2147112095,-2147174283,-15773921,-38845131,1
4858,486,6932,10000,2146415212,-2147290795,-264247,-1912418,2
4859,486,6935,10000,2146616078,-2147475534,-4801812,-13669709,1
4860,487,6936,10000,2146754117,-2147350155,21061801,30091708,2
4861,487,6939,10000,2147466339,-2147366036,3778394,-8580581,1
4862,487,6940,10000,2147065120,-2146856307,-6417862,9882574,2
4863,487,6942,10000,2146672100,-2147203150,-2694144,-12919125,2
4864,487,6943,10000,2147270828,-2147034290,53688,15312158,2
4865,487,6945,10000,2147000924,-2147326985,-211466,-15664226,1
4866,487,6946,10000,2147428895,-2146806803,26604378,51350396,1
4867,487,6947,10000,2146922402,-2146702012,-8610839,-11354972,2
4868,487,6948,10000,2147113775,-2146187302,3604975,7384615,2
4869,487,6949,10000,2146656369,-2147163322,3093359,21652157,2
4870,488,6950,10000,2147478216,-2147194681,1382678,-10383428,2
4871,488,6951,10000,2147362410,-2147125793,1025131,-2132990,1
4872,488,6952,10000,2147286835,-2146928848,1845401,18819661,2
4873,488,6953,10000,2147399941,-2146965815,904654,-11877098,2
4874,488,6954,10000,2146668349,-2147326252,-7593900,-10000256,1
4875,488,6955,10000,2147419566,-2147476188,2182874,9854908,1
4876,488,6956,10000,2147327663,-2147284462,18435941,34514758,1
4877,488,6957,10000,2147351647,-2147064782,18698690,20632676,1
4878,488,6959,10000,2147468072,-2146908906,2855252,5353704,1
4879,488,6961,10000,2146682890,-2147002743,-3824633,-29137367,1
4880,489,6962,10000,2147327012,-2147421259,8127420,6690313,2
4881,489,6963,10000,2146663257,-2147474429,11542013,224080,1
4882,489,6964,10000,2146719530,-2146801075,5347273,9271624,1
4883,489,6965,10000,2146482250,-2147026048,-6868348,-18829575,1
4884,489,6967,10000,2146332603,-2146728433,-14082319,-17370387,1
4885,489,6968,10000,2147330369,-2147215060,-2667065,-10296976,1
4886,489,6970,10000,2147250865,-2147424865,11043359,-4378095,1
4887,489,6971,10000,2146969504,-2147445657,-535870,-1187514,1
4888,489,6972,10000,2146900964,-2147361435,-11403529,-11606113,2
4889,489,6973,10000,2146613408,-2147175937,10857484,12216104,1
4890,490,6974,10000,2147187963,-2147366236,2162162,8359748,1
4891,490,6975,10000,2146128480,-2147354123,5172366,-6572145,2
